glass_forming_category,composition,Composition_converted,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr
BMG,Zr30Ti30Cu7.5Be27.5Al5,Zr30 Ti30 Cu7.5 Be27.5 Al5,0,0,0,0.275,0.0,0.0,0,0,0,0,0,0.0,0.05,0.0,0.0,0,0,0,0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,La62Al14Cu20Ag4,La62 Al14 Cu20 Ag4,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.14,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.04,0,0.0,0.0,0.0,0,0,0,0,0.0,0.62,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Zr61Cu16.8Ni12.8Al7.9Sn1.5,Zr61 Cu16.8 Ni12.8 Al7.9 Sn1.5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.079,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.168,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.61,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.015,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Ag46.2Mg23.2Ca23Cu7.7,Ag46.2 Mg23.2 Ca23 Cu7.7,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.23176823176823175,0.0,0.0,0.0,0,0,0,0,0.22977022977022976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307691,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4615384615384615,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Mg67.5Pd22.5Yb10,Mg67.5 Pd22.5 Yb10,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.675,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.225,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Fe68Mo5Ni5Cr2P12.5C5B2.5,Fe68 Mo5 Ni5 Cr2 P12.5 C5 B2.5,0,0,0,0.0,0.025,0.05,0,0,0,0,0,0.0,0.0,0.0,0.125,0,0,0,0,0.0,0.0,0.0,0.0,0.02,0.0,0.68,0.0,0.05,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.05,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Zr64.13Al10Ni10.12Cu15.75,Zr64.13 Al10 Ni10.12 Cu15.75,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1012,0.1575,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.6413,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Zr45.25Cu46.25Al7.5Sn1,Zr45.25 Cu46.25 Al7.5 Sn1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.075,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4625,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.4525,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.01,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Fe27Co40Zr3Ti3Mo1.5Si1.5B24,Fe27 Co40 Zr3 Ti3 Mo1.5 Si1.5 B24,0,0,0,0.0,0.24,0.0,0,0,0,0,0,0.0,0.0,0.015,0.0,0,0,0,0,0.0,0.0,0.03,0.0,0.0,0.0,0.27,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.03,0.0,0.015,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Fe58Cr5Mo14Er2C15B6,Fe58 Cr5 Mo14 Er2 C15 B6,0,0,0,0.0,0.06,0.15,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.14,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Cu45.5Mg27.3Ca27.2,Cu45.5 Mg27.3 Ca27.2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.273,0.0,0.0,0.0,0,0,0,0,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Mg60.5Cu28.5Gd11,Mg60.5 Cu28.5 Gd11,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.605,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,La62.5Al12.5Ag5Cu17.5Fe2.5,La62.5 Al12.5 Ag5 Cu17.5 Fe2.5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.125,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.175,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.05,0,0.0,0.0,0.0,0,0,0,0,0.0,0.625,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Zr41Ti14Cu12.5Ni8Be22.5C2,Zr41 Ti14 Cu12.5 Ni8 Be22.5 C2,0,0,0,0.225,0.0,0.02,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.08,0.125,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.41,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Ca70Mg15Zn15,Ca70 Mg15 Zn15,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.15,0.0,0.0,0.0,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Zr55Al20Co22.5Cu2.5,Zr55 Al20 Co22.5 Cu2.5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.025,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.55,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Zr55Al10Cu30Ni5,Zr55 Al10 Cu30 Ni5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.55,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Ti41.5Zr2.5Hf5Cu37.5Ni7.5Si1Sn5,Ti41.5 Zr2.5 Hf5 Cu37.5 Ni7.5 Si1 Sn5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.01,0.0,0,0,0,0,0.0,0.0,0.415,0.0,0.0,0.0,0.0,0.0,0.075,0.375,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.025,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.05,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Ca50Mg20Zn5Cu25,Ca50 Mg20 Zn5 Cu25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.2,0.0,0.0,0.0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Gd55Ni22Mn3Al20,Gd55 Ni22 Mn3 Al20,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Mg69Ni18La13,Mg69 Ni18 La13,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.69,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.13,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Cu52.5Hf40Al7.5,Cu52.5 Hf40 Al7.5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.075,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Mg65Cu25Dy10,Mg65 Cu25 Dy10,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.65,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Zr64.13Cu13.5Ni12.37Al10,Zr64.13 Cu13.5 Ni12.37 Al10,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12369999999999999,0.135,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.6413,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Mg64Ni21Nd15,Mg64 Ni21 Nd15,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.64,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,Mg75Ag15Yb10,Mg75 Ag15 Yb10,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.75,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.15,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMG,La32Ce32Al16Ni5Cu5Co10,La32 Ce32 Al16 Ni5 Cu5 Co10,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.16,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.32,0.32,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
